Ticker,Company Name,Sector,Price (INR),Change %,P/E Ratio,ROE %,Market Cap (Cr)
"KOTACAP4030","Kotak Capital Z4030","Energy",4929.83,0.42,42.5,28.1,481256
"BAJALAB4031","Bajaj Labs A4031","Automobile",1546.93,-0.85,59.2,34.4,296824
"SUNSOL4032","Sun Solutions B4032","Consumer Goods",3106.22,0.76,68.6,3.9,209438
"AIRTPHA4033","Airtel Pharmaceuticals C4033","IT",1542.30,-0.97,11.4,10.7,87984
"HINDDIG4034","Hindalco Digital D4034","Banking",3195.14,0.62,44.4,18.7,378191
"INFOAUT4035","Infosys Automotive E4035","Pharma",4031.58,-0.54,34.6,32.6,82525
"BIOCPOW4036","Biocon Power F4036","Energy",1029.02,1.23,14.4,3.5,186150
"TITAIND4037","Titan Industries G4037","Automobile",2712.87,0.06,23.6,29.9,483014
"SUNFMC4038","Sun FMCG H4038","Consumer Goods",578.13,-2.85,26.2,28.4,479164
"CIPLLAB4039","Cipla Labs I4039","IT",3108.77,-0.15,46.7,22.6,177462
"AUROIND4040","Aurobindo Industries J4040","Banking",4426.11,0.36,27.7,34.0,370549
"MAHIHOL4041","Mahindra Holdings K4041","Pharma",2454.33,0.06,28.1,19.6,109317
"ADANGLO4042","Adani Global L4042","Energy",1576.94,1.46,45.9,2.9,422767
"INFOSOL4043","Infosys Solutions M4043","Automobile",3033.44,0.82,66.5,21.7,409003
"AUROSOL4044","Aurobindo Solutions N4044","Consumer Goods",2193.87,-0.61,29.9,21.6,83973
"BIOCFMC4045","Biocon FMCG O4045","IT",4565.74,0.02,33.3,1.1,319651
"ADANPHA4046","Adani Pharmaceuticals P4046","Banking",2940.07,-0.39,48.1,30.1,408949
"SUNDIG4047","Sun Digital Q4047","Pharma",3911.72,0.07,8.0,22.8,16790
"BAJALAB4048","Bajaj Labs R4048","Energy",4205.77,-0.18,43.5,22.0,193068
"TATAFMC4049","Tata FMCG S4049","Automobile",2922.73,-0.01,18.2,15.5,435918
"VEDASOF4050","Vedanta Software T4050","Consumer Goods",3420.36,0.12,5.4,34.5,19825
"CIPLFMC4051","Cipla FMCG U4051","IT",2091.29,-0.85,19.7,33.6,237974
"INFOSOL4052","Infosys Solutions V4052","Banking",4002.47,-0.38,24.0,11.4,303279
"AXISSOF4053","Axis Software W4053","Pharma",4140.54,-0.33,17.6,11.7,77422
"VEDATEC4054","Vedanta Technologies X4054","Energy",1378.26,-0.21,42.0,10.0,475437
"TATAFMC4055","Tata FMCG Y4055","Automobile",839.29,-2.66,58.2,16.6,363598
"AXISAUT4056","Axis Automotive Z4056","Consumer Goods",2322.47,-0.25,47.6,1.5,212602
"SUNINF4057","Sun Infrastructure A4057","IT",4384.04,0.09,66.3,8.8,252539
"INFOPHA4058","Infosys Pharmaceuticals B4058","Banking",3946.74,-0.27,62.4,0.2,356138
"AXISIND4059","Axis Industries C4059","Pharma",1147.34,-0.86,17.8,32.6,307994
"AIRTCAP4060","Airtel Capital D4060","Energy",2561.42,-0.13,51.2,10.1,245026
"AXISCAP4061","Axis Capital E4061","Automobile",2114.42,0.61,55.1,28.8,496993
"SUNIND4062","Sun Industries F4062","Consumer Goods",2783.93,0.23,20.1,17.1,85719
"VEDAPOW4063","Vedanta Power G4063","IT",3632.02,-0.13,58.1,19.8,208198
"TITAVEN4064","Titan Ventures H4064","Banking",3338.40,-0.46,70.0,29.2,314375
"CIPLVEN4065","Cipla Ventures I4065","Pharma",1409.18,1.04,46.3,10.2,352282
"ICICHOL4066","ICICI Holdings J4066","Energy",628.12,3.48,5.6,4.9,361108
"HDFCENT4067","HDFC Enterprises K4067","Automobile",4058.87,0.28,10.9,18.5,277939
"KOTATEC4068","Kotak Technologies L4068","Consumer Goods",1299.23,-1.86,41.9,16.7,264173
"AIRTAUT4069","Airtel Automotive M4069","IT",3012.11,-0.75,53.3,4.0,466681
"RELIDIG4070","Reliance Digital N4070","Banking",528.62,1.55,43.5,10.6,386535
"AIRTSOF4071","Airtel Software O4071","Pharma",3809.44,-0.58,25.4,11.7,403192
"HINDTEC4072","Hindalco Technologies P4072","Energy",1846.34,-0.75,23.9,29.6,347315
"ITCPOW4073","ITC Power Q4073","Automobile",2481.99,-0.95,65.1,25.9,84903
"TATAPHA4074","Tata Pharmaceuticals R4074","Consumer Goods",780.07,-1.31,47.9,27.2,419320
"HDFCPOW4075","HDFC Power S4075","IT",2832.52,-0.43,42.0,6.1,492507
"LARSSOF4076","Larsen Software T4076","Banking",2388.41,1.00,31.1,17.4,204200
"NTPCLAB4077","NTPC Labs U4077","Pharma",2592.92,0.38,31.2,1.5,276000
"AXISDIG4078","Axis Digital V4078","Energy",4647.57,0.30,41.5,1.9,262079
"MARULAB4079","Maruti Labs W4079","Automobile",1219.09,-0.46,36.6,7.7,186872
"HINDTEC4080","Hindalco Technologies X4080","Consumer Goods",674.82,-2.56,45.8,14.9,171895
"WIPRVEN4081","Wipro Ventures Y4081","IT",1458.35,-1.30,58.7,17.8,332100
"WIPRLAB4082","Wipro Labs Z4082","Banking",1723.09,-0.39,12.2,32.8,299467
"ITCAUT4083","ITC Automotive A4083","Pharma",1756.39,0.29,61.9,34.2,485379
"MAHIDIG4084","Mahindra Digital B4084","Energy",2216.56,-0.86,51.3,8.7,220382
"AUROLAB4085","Aurobindo Labs C4085","Automobile",4910.57,-0.10,64.1,10.9,386806
"HDFCHOL4086","HDFC Holdings D4086","Consumer Goods",1985.62,1.08,51.5,3.4,117702
"HINDPOW4087","Hindalco Power E4087","IT",982.70,-1.04,15.3,3.4,190258
"CIPLVEN4088","Cipla Ventures F4088","Banking",3405.38,-0.60,30.1,26.9,216677
"RELISOL4089","Reliance Solutions G4089","Pharma",4868.95,0.01,42.0,19.3,18505
"AIRTPOW4090","Airtel Power H4090","Energy",1822.03,-1.23,37.4,4.5,28181
"TATAHOL4091","Tata Holdings I4091","Automobile",1317.65,-1.04,12.0,30.7,161231
"MAHIAUT4092","Mahindra Automotive J4092","Consumer Goods",2324.08,0.13,12.0,11.6,226720
"ADANPOW4093","Adani Power K4093","IT",3902.99,0.18,5.3,12.9,379877
"LARSIND4094","Larsen Industries L4094","Banking",3361.87,-0.20,18.1,18.9,397881
"HDFCCAP4095","HDFC Capital M4095","Pharma",680.96,-2.75,40.4,32.9,137871
"BAJACAP4096","Bajaj Capital N4096","Energy",458.09,-0.55,19.3,27.4,406199
"AIRTAUT4097","Airtel Automotive O4097","Automobile",3879.84,-0.44,47.5,2.2,435290
"WIPRTEC4098","Wipro Technologies P4098","Consumer Goods",3534.77,-0.15,33.4,32.3,315263
"INFOHOL4099","Infosys Holdings Q4099","IT",1574.86,-0.31,22.0,6.9,331305
"ICICSOF4100","ICICI Software R4100","Banking",1128.44,-0.85,9.7,32.5,493094
"BIOCTEC4101","Biocon Technologies S4101","Pharma",4446.86,-0.04,68.4,10.9,322263
"HDFCAUT4102","HDFC Automotive T4102","Energy",3283.38,-0.20,15.2,9.1,457448
"ITCIND4103","ITC Industries U4103","Automobile",4152.21,-0.20,56.5,30.6,2718
"KOTAFMC4104","Kotak FMCG V4104","Consumer Goods",606.59,-3.92,24.2,34.7,174651
"LARSENT4105","Larsen Enterprises W4105","IT",5092.14,-0.37,34.1,3.7,185259
"HDFCPHA4106","HDFC Pharmaceuticals X4106","Banking",4069.56,-0.43,26.8,0.3,13697
"AUROTEC4107","Aurobindo Technologies Y4107","Pharma",682.89,-1.25,64.3,8.8,100503
"TATASOL4108","Tata Solutions Z4108","Energy",728.41,3.04,69.7,4.1,36940
"TATADIG4109","Tata Digital A4109","Automobile",1306.55,1.56,7.5,29.8,195792
"RELIVEN4110","Reliance Ventures B4110","Consumer Goods",4364.47,-0.46,42.9,29.8,311581
"AXISHOL4111","Axis Holdings C4111","IT",1878.72,1.06,35.8,21.8,17089
"INFOGLO4112","Infosys Global D4112","Banking",359.82,1.80,33.1,18.8,456619
"INFOCAP4113","Infosys Capital E4113","Pharma",426.99,1.62,39.1,11.3,298649
"LARSVEN4114","Larsen Ventures F4114","Energy",1185.51,-1.51,49.5,34.2,77112
"ITCVEN4115","ITC Ventures G4115","Automobile",1110.95,-1.89,32.4,17.5,475336
"BIOCSOL4116","Biocon Solutions H4116","Consumer Goods",4807.10,-0.14,53.5,21.3,491597
"NTPCIND4117","NTPC Industries I4117","IT",1231.56,0.20,49.6,19.5,233858
"SUNSOF4118","Sun Software J4118","Banking",3861.15,-0.18,35.4,10.5,181354
"HINDPOW4119","Hindalco Power K4119","Pharma",2486.47,-0.17,53.4,33.7,89271
"ITCDIG4120","ITC Digital L4120","Energy",242.20,-4.62,42.8,29.0,201950
"ADANTEC4121","Adani Technologies M4121","Automobile",687.69,-2.97,38.7,33.6,462197
"KOTASOF4122","Kotak Software N4122","Consumer Goods",1223.59,1.18,62.5,30.8,406434
"VEDASOL4123","Vedanta Solutions O4123","IT",4227.86,0.19,27.5,30.3,356442
"AXISINF4124","Axis Infrastructure P4124","Banking",681.59,-0.11,22.0,34.8,177290
"NTPCGLO4125","NTPC Global Q4125","Pharma",1355.11,-0.73,49.7,22.9,288992
"VEDATEC4126","Vedanta Technologies R4126","Energy",2422.86,0.28,6.7,3.1,212774
"MAHIVEN4127","Mahindra Ventures S4127","Automobile",3490.71,-0.31,51.4,1.0,456408
"HINDINF4128","Hindalco Infrastructure T4128","Consumer Goods",491.11,3.74,35.6,16.3,22873
"ADANDIG4129","Adani Digital U4129","IT",958.00,-0.55,48.2,14.7,319758
"BAJAPHA4130","Bajaj Pharmaceuticals V4130","Banking",4738.58,0.29,55.8,19.9,330211
"VEDAENT4131","Vedanta Enterprises W4131","Pharma",4405.50,0.40,14.4,21.7,380405
"ITCAUT4132","ITC Automotive X4132","Energy",2105.11,0.64,39.6,21.5,65682
"AUROIND4133","Aurobindo Industries Y4133","Automobile",3366.25,-0.44,16.2,26.3,444726
"NTPCIND4134","NTPC Industries Z4134","Consumer Goods",3614.52,-0.22,28.5,27.0,411227
"BIOCIND4135","Biocon Industries A4135","IT",105.36,-9.63,55.4,4.5,362319
"GODRAUT4136","Godrej Automotive B4136","Banking",419.45,-1.70,8.2,29.6,181245
"SUNHOL4137","Sun Holdings C4137","Pharma",2015.81,0.76,62.3,34.2,238907
"BIOCCAP4138","Biocon Capital D4138","Energy",1139.18,1.50,64.3,33.4,155093
"RELIIND4139","Reliance Industries E4139","Automobile",5022.61,-0.22,10.6,17.7,88747
"HINDIND4140","Hindalco Industries F4140","Consumer Goods",1930.04,0.08,23.0,28.7,467702
"CIPLVEN4141","Cipla Ventures G4141","IT",2127.04,0.11,23.4,30.4,294864
"WIPRSOL4142","Wipro Solutions H4142","Banking",1086.50,-1.94,68.1,0.9,264490
"MARUCAP4143","Maruti Capital I4143","Pharma",3877.34,0.24,26.9,20.5,371585
"AXISLAB4144","Axis Labs J4144","Energy",1092.06,0.66,26.5,9.9,297913
"GODRSOF4145","Godrej Software K4145","Automobile",4829.39,-0.31,52.4,0.9,346289
"LARSENT4146","Larsen Enterprises L4146","Consumer Goods",3245.21,-0.23,7.1,26.6,18247
"CIPLIND4147","Cipla Industries M4147","IT",1171.21,-0.61,64.1,14.8,170776
"SUNSOL4148","Sun Solutions N4148","Banking",2423.75,0.12,17.6,28.8,415928
"MARUINF4149","Maruti Infrastructure O4149","Pharma",1370.09,-0.37,19.3,15.4,17596
"TATALAB4150","Tata Labs P4150","Energy",2837.09,-0.49,32.2,33.6,429044
"AIRTGLO4151","Airtel Global Q4151","Automobile",1604.61,-0.64,11.1,26.9,160554
"BAJAENT4152","Bajaj Enterprises R4152","Consumer Goods",641.23,-2.96,13.0,7.8,92265
"ITCSOF4153","ITC Software S4153","IT",2774.53,-0.06,31.3,9.1,168500
"RELIGLO4154","Reliance Global T4154","Banking",3896.52,0.03,66.5,6.6,483313
"KOTAHOL4155","Kotak Holdings U4155","Pharma",2202.39,0.80,19.5,28.2,295975
"ITCGLO4156","ITC Global V4156","Energy",679.32,2.64,36.0,20.8,349724
"VEDAVEN4157","Vedanta Ventures W4157","Automobile",2055.31,-0.66,28.1,21.1,278576
"HINDTEC4158","Hindalco Technologies X4158","Consumer Goods",1002.63,1.07,44.7,3.9,18447
"TATAINF4159","Tata Infrastructure Y4159","IT",5006.39,-0.38,35.6,30.4,363356
"HINDIND4160","Hindalco Industries Z4160","Banking",2383.81,-0.58,59.3,3.3,158161
"ITCENT4161","ITC Enterprises A4161","Pharma",2352.45,0.74,60.8,17.4,11226
"BIOCAUT4162","Biocon Automotive B4162","Energy",557.08,-2.31,67.2,20.2,426050
"BIOCFMC4163","Biocon FMCG C4163","Automobile",4844.18,0.24,11.0,27.0,348511
"WIPRLAB4164","Wipro Labs D4164","Consumer Goods",4079.08,0.20,52.2,3.7,379627
"INFOINF4165","Infosys Infrastructure E4165","IT",2221.06,-1.07,67.9,24.4,201043
"SUNVEN4166","Sun Ventures F4166","Banking",2864.47,0.38,62.2,4.8,380578
"AXISDIG4167","Axis Digital G4167","Pharma",3409.90,-0.50,47.9,2.3,142976
"TATAFMC4168","Tata FMCG H4168","Energy",4160.47,-0.30,26.1,28.4,357417
"TATAIND4169","Tata Industries I4169","Automobile",2777.68,-0.36,52.0,30.8,400706
"BAJAVEN4170","Bajaj Ventures J4170","Consumer Goods",4714.19,0.31,24.7,9.3,57706
"KOTAPOW4171","Kotak Power K4171","IT",4862.20,-0.26,61.9,6.2,40658
"AIRTENT4172","Airtel Enterprises L4172","Banking",4200.08,0.20,28.2,12.2,118817
"ITCAUT4173","ITC Automotive M4173","Pharma",3387.19,0.67,26.0,21.3,367278
"LARSFMC4174","Larsen FMCG N4174","Energy",797.66,-1.87,36.5,3.7,206378
"WIPRLAB4175","Wipro Labs O4175","Automobile",4932.27,-0.36,40.1,9.1,361492
"AIRTDIG4176","Airtel Digital P4176","Consumer Goods",216.27,11.76,59.3,21.0,36076
"MARUPHA4177","Maruti Pharmaceuticals Q4177","IT",4169.73,-0.47,50.1,25.6,136205
"GODRVEN4178","Godrej Ventures R4178","Banking",1621.61,-1.05,19.2,10.6,54385
"TATATEC4179","Tata Technologies S4179","Pharma",3377.67,-0.24,23.6,21.8,187758
"LARSAUT4180","Larsen Automotive T4180","Energy",3816.83,0.22,22.5,2.1,236978
"SUNSOL4181","Sun Solutions U4181","Automobile",1683.42,0.36,37.6,28.0,489193
"MARUVEN4182","Maruti Ventures V4182","Consumer Goods",2562.49,-0.19,22.7,8.5,79216
"CIPLHOL4183","Cipla Holdings W4183","IT",3142.43,-0.10,16.9,8.7,333804
"TITAFMC4184","Titan FMCG X4184","Banking",3440.50,0.08,21.4,31.5,262254
"VEDAENT4185","Vedanta Enterprises Y4185","Pharma",2404.09,0.06,9.0,34.4,341170
"MAHIIND4186","Mahindra Industries Z4186","Energy",3426.34,-0.72,68.3,15.6,204688
"ICICIND4187","ICICI Industries A4187","Automobile",1308.46,0.31,5.3,30.3,301400
"BAJAGLO4188","Bajaj Global B4188","Consumer Goods",4509.21,0.04,69.6,32.9,216244
"HDFCTEC4189","HDFC Technologies C4189","IT",162.08,-11.96,38.0,6.0,65365
"ADANTEC4190","Adani Technologies D4190","Banking",4711.41,0.10,38.1,27.1,455960
"AXISCAP4191","Axis Capital E4191","Pharma",1672.86,-0.45,26.4,6.2,456385
"BIOCVEN4192","Biocon Ventures F4192","Energy",2489.18,-0.44,27.1,27.8,42602
"BIOCPHA4193","Biocon Pharmaceuticals G4193","Automobile",2515.40,0.73,50.4,33.2,372003
"RELIPOW4194","Reliance Power H4194","Consumer Goods",1228.65,0.09,6.4,11.3,449098
"BIOCINF4195","Biocon Infrastructure I4195","IT",5020.87,0.40,57.7,33.1,141078
"CIPLPHA4196","Cipla Pharmaceuticals J4196","Banking",4320.91,-0.51,38.8,3.6,319567
"SUNCAP4197","Sun Capital K4197","Pharma",1792.91,-0.91,60.1,29.7,134886
"ITCENT4198","ITC Enterprises L4198","Energy",260.07,4.82,26.9,25.4,447547
"ADANCAP4199","Adani Capital M4199","Automobile",1758.21,0.82,25.1,24.4,470678
"KOTAFMC4200","Kotak FMCG N4200","Consumer Goods",2209.12,-0.41,12.6,29.1,271948
"ICICFMC4201","ICICI FMCG O4201","IT",3444.00,0.43,16.8,27.2,495237
"HDFCVEN4202","HDFC Ventures P4202","Banking",2246.66,0.91,17.9,9.2,16373
"MARUPHA4203","Maruti Pharmaceuticals Q4203","Pharma",5034.56,-0.26,58.2,33.9,27456
"MAHIHOL4204","Mahindra Holdings R4204","Energy",444.33,-3.07,67.9,16.0,421123
"MAHIVEN4205","Mahindra Ventures S4205","Automobile",4169.95,0.30,56.4,33.2,471848
"ADANDIG4206","Adani Digital T4206","Consumer Goods",2923.98,0.66,37.4,30.3,499730
"MAHICAP4207","Mahindra Capital U4207","IT",815.64,1.69,17.3,30.9,43431
"AIRTPOW4208","Airtel Power V4208","Banking",2808.13,0.71,31.1,32.0,38682
"HDFCVEN4209","HDFC Ventures W4209","Pharma",2344.24,-0.54,27.0,5.8,232113
"BAJAIND4210","Bajaj Industries X4210","Energy",4926.30,-0.28,11.9,15.8,214391
"GODRGLO4211","Godrej Global Y4211","Automobile",995.75,-1.52,17.1,6.1,218918
"LARSENT4212","Larsen Enterprises Z4212","Consumer Goods",431.02,-1.32,22.8,32.2,300266
"AIRTINF4213","Airtel Infrastructure A4213","IT",5007.51,0.04,21.1,19.1,5879
"RELIVEN4214","Reliance Ventures B4214","Banking",2091.02,1.19,20.1,27.8,407291
"TITACAP4215","Titan Capital C4215","Pharma",914.35,-2.26,21.8,15.1,133424
"INFOTEC4216","Infosys Technologies D4216","Energy",1988.45,-1.17,19.6,31.7,251786
"GODRPOW4217","Godrej Power E4217","Automobile",4606.07,0.50,56.0,14.5,120091
"AXISFMC4218","Axis FMCG F4218","Consumer Goods",1138.85,1.81,60.5,30.4,83521
"BIOCHOL4219","Biocon Holdings G4219","IT",4100.27,0.00,14.9,15.6,119279
"AUROGLO4220","Aurobindo Global H4220","Banking",4662.81,0.28,36.8,8.6,67556
"AXISFMC4221","Axis FMCG I4221","Pharma",2262.50,-0.86,38.3,7.0,121379
"MAHIIND4222","Mahindra Industries J4222","Energy",1711.05,0.80,43.8,8.0,397342
"SUNHOL4223","Sun Holdings K4223","Automobile",602.69,-0.91,51.6,7.4,204618
"HINDVEN4224","Hindalco Ventures L4224","Consumer Goods",2010.82,0.70,12.6,33.9,436525
"HDFCENT4225","HDFC Enterprises M4225","IT",565.97,3.68,33.4,28.4,232929
"AXISHOL4226","Axis Holdings N4226","Banking",2861.22,-0.08,64.9,30.0,448376
"CIPLGLO4227","Cipla Global O4227","Pharma",4522.31,-0.46,13.2,12.0,457447
"WIPRAUT4228","Wipro Automotive P4228","Energy",1815.05,1.23,12.7,20.5,415542
"GODRAUT4229","Godrej Automotive Q4229","Automobile",4248.83,0.36,47.9,17.3,210465
"CIPLTEC4230","Cipla Technologies R4230","Consumer Goods",873.54,-0.79,58.5,24.3,199169
"NTPCENT4231","NTPC Enterprises S4231","IT",831.21,-0.22,63.7,16.4,479891
"AUROPOW4232","Aurobindo Power T4232","Banking",698.46,3.46,66.0,22.7,62104
"AUROENT4233","Aurobindo Enterprises U4233","Pharma",2903.36,0.46,14.7,3.9,425750
"KOTAENT4234","Kotak Enterprises V4234","Energy",3591.10,0.29,12.0,7.7,18947
"AIRTHOL4235","Airtel Holdings W4235","Automobile",1546.62,-0.62,69.9,5.5,14076
"AIRTPOW4236","Airtel Power X4236","Consumer Goods",3530.29,0.46,21.8,14.8,190796
"CIPLPOW4237","Cipla Power Y4237","IT",657.79,-2.21,19.8,12.2,189168
"BAJAIND4238","Bajaj Industries Z4238","Banking",2489.02,-0.24,32.4,25.4,346081
"ICICGLO4239","ICICI Global A4239","Pharma",4874.51,-0.47,30.1,21.6,127775
"LARSHOL4240","Larsen Holdings B4240","Energy",3462.02,0.02,56.1,21.0,422798
"HDFCSOL4241","HDFC Solutions C4241","Automobile",2540.79,-0.66,61.4,26.2,425578
"RELISOF4242","Reliance Software D4242","Consumer Goods",1067.18,-1.51,62.6,14.9,410648
"HDFCAUT4243","HDFC Automotive E4243","IT",4514.37,0.07,53.5,8.1,322377
"INFOINF4244","Infosys Infrastructure F4244","Banking",734.82,0.66,47.6,29.5,38720
"BAJAGLO4245","Bajaj Global G4245","Pharma",1249.12,-0.77,42.3,32.5,190333
"ADANVEN4246","Adani Ventures H4246","Energy",4135.42,0.01,28.4,12.7,407422
"ADANSOF4247","Adani Software I4247","Automobile",2143.69,-0.06,21.6,32.9,84599
"VEDAENT4248","Vedanta Enterprises J4248","Consumer Goods",1705.44,-0.99,47.1,18.0,350645
"BAJAPHA4249","Bajaj Pharmaceuticals K4249","IT",3290.55,-0.55,24.5,34.5,202949
"RELIINF4250","Reliance Infrastructure L4250","Banking",2672.46,0.59,42.8,13.1,161985
"HINDSOF4251","Hindalco Software M4251","Pharma",2613.40,0.43,5.9,1.1,87425
"ITCVEN4252","ITC Ventures N4252","Energy",4347.07,0.56,33.9,30.3,249177
"LARSVEN4253","Larsen Ventures O4253","Automobile",2126.63,-0.38,38.6,22.5,124294
"INFOGLO4254","Infosys Global P4254","Consumer Goods",3564.28,-0.43,35.4,21.6,496524
"AXISDIG4255","Axis Digital Q4255","IT",546.29,0.27,7.8,0.9,241613
"AIRTVEN4256","Airtel Ventures R4256","Banking",1902.58,1.15,68.2,12.2,494268
"HDFCPOW4257","HDFC Power S4257","Pharma",1495.73,-1.39,10.6,23.8,107186
"INFOLAB4258","Infosys Labs T4258","Energy",1741.59,1.00,10.4,34.9,140948
"RELIFMC4259","Reliance FMCG U4259","Automobile",4347.30,0.39,26.7,19.8,409942
"TATAAUT4260","Tata Automotive V4260","Consumer Goods",4149.52,0.03,69.0,23.4,437480
"HDFCGLO4261","HDFC Global W4261","IT",2038.83,-0.31,37.4,2.7,84407
"TITAVEN4262","Titan Ventures X4262","Banking",2125.10,-0.76,35.7,19.8,440594
"MARUSOL4263","Maruti Solutions Y4263","Pharma",2850.15,0.88,35.6,14.1,467197
"AXISPOW4264","Axis Power Z4264","Energy",2431.58,-0.65,13.3,31.6,58960
"WIPRFMC4265","Wipro FMCG A4265","Automobile",132.36,-8.89,25.7,2.4,266157
"LARSGLO4266","Larsen Global B4266","Consumer Goods",5068.39,0.29,32.0,17.3,371546
"LARSFMC4267","Larsen FMCG C4267","IT",1778.39,-0.75,41.2,26.2,162803
"RELIHOL4268","Reliance Holdings D4268","Banking",3403.31,0.14,32.4,10.3,460847
"ADANHOL4269","Adani Holdings E4269","Pharma",4323.36,-0.19,49.1,23.6,305358
"GODRPOW4270","Godrej Power F4270","Energy",4608.94,0.14,69.0,17.1,388161
"HDFCSOL4271","HDFC Solutions G4271","Automobile",1960.65,0.06,15.3,4.2,179339
"HDFCENT4272","HDFC Enterprises H4272","Consumer Goods",4379.14,0.08,55.4,7.0,234261
"BAJACAP4273","Bajaj Capital I4273","IT",2646.53,-0.32,28.0,17.4,334668
"MAHIDIG4274","Mahindra Digital J4274","Banking",3157.18,-0.09,51.7,22.7,3506
"BIOCCAP4275","Biocon Capital K4275","Pharma",1777.79,-0.49,37.9,9.1,430081
"BIOCIND4276","Biocon Industries L4276","Energy",4300.90,0.45,33.4,2.1,59591
"KOTAVEN4277","Kotak Ventures M4277","Automobile",1301.46,-1.50,60.4,12.4,341471
"MARUSOF4278","Maruti Software N4278","Consumer Goods",4456.97,0.50,20.0,2.0,225723
"NTPCINF4279","NTPC Infrastructure O4279","IT",1317.48,-1.85,27.0,4.7,86183
"WIPRVEN4280","Wipro Ventures P4280","Banking",3793.98,-0.39,10.0,15.5,487904
"ITCGLO4281","ITC Global Q4281","Pharma",3314.47,0.16,42.4,26.9,288937
"LARSFMC4282","Larsen FMCG R4282","Energy",4240.59,0.36,32.3,1.3,38713
"LARSHOL4283","Larsen Holdings S4283","Automobile",4163.27,0.06,9.0,31.6,464176
"CIPLGLO4284","Cipla Global T4284","Consumer Goods",3117.13,-0.62,34.1,7.3,40906
"WIPRPOW4285","Wipro Power U4285","IT",670.68,-3.14,48.9,4.1,476776
"AIRTENT4286","Airtel Enterprises V4286","Banking",990.34,2.38,26.7,0.9,188659
"AIRTDIG4287","Airtel Digital W4287","Pharma",3780.39,0.22,9.1,5.9,427138
"ADANPHA4288","Adani Pharmaceuticals X4288","Energy",1053.41,0.79,40.0,29.8,420484
"BAJATEC4289","Bajaj Technologies Y4289","Automobile",5086.19,0.29,35.8,13.3,207979
"HINDINF4290","Hindalco Infrastructure Z4290","Consumer Goods",3780.67,-0.63,15.4,33.7,117013
"BAJAENT4291","Bajaj Enterprises A4291","IT",1430.78,1.55,36.0,24.4,430857
"MARULAB4292","Maruti Labs B4292","Banking",4200.33,0.12,22.3,10.1,295620
"MAHIPHA4293","Mahindra Pharmaceuticals C4293","Pharma",368.49,-6.24,40.7,18.7,71215
"NTPCSOF4294","NTPC Software D4294","Energy",3160.90,-0.24,15.3,7.5,182180
"ICICSOF4295","ICICI Software E4295","Automobile",1857.54,-0.70,59.7,20.6,115015
"KOTAFMC4296","Kotak FMCG F4296","Consumer Goods",890.57,-0.96,5.2,17.5,418444
"TITALAB4297","Titan Labs G4297","IT",2582.30,0.52,46.8,13.6,202254
"INFODIG4298","Infosys Digital H4298","Banking",4957.48,0.05,14.0,8.0,368375
"AUROENT4299","Aurobindo Enterprises I4299","Pharma",3941.45,0.34,50.3,30.3,460236
"ITCSOL4300","ITC Solutions J4300","Energy",876.05,-1.74,62.1,19.4,298286
"AXISDIG4301","Axis Digital K4301","Automobile",508.83,1.81,34.9,23.3,339619
"KOTASOF4302","Kotak Software L4302","Consumer Goods",165.07,-3.57,16.7,16.6,268021
"ADANDIG4303","Adani Digital M4303","IT",1322.72,-1.63,41.3,5.7,149356
"ICICCAP4304","ICICI Capital N4304","Banking",3327.56,0.16,51.0,35.0,13664
"HINDPHA4305","Hindalco Pharmaceuticals O4305","Pharma",292.27,4.87,33.4,25.2,178431
"TITAINF4306","Titan Infrastructure P4306","Energy",2697.75,-0.13,38.9,20.4,307551
"ICICINF4307","ICICI Infrastructure Q4307","Automobile",279.01,2.78,27.6,33.4,69880
"AIRTLAB4308","Airtel Labs R4308","Consumer Goods",2541.49,0.08,13.1,22.5,361977
"MAHIFMC4309","Mahindra FMCG S4309","IT",1105.77,0.06,64.2,29.5,206482
"NTPCSOF4310","NTPC Software T4310","Banking",2939.81,-0.10,44.6,21.6,476967
"GODRAUT4311","Godrej Automotive U4311","Pharma",952.94,-0.07,49.5,21.9,319654
"AUROLAB4312","Aurobindo Labs V4312","Energy",4328.58,-0.46,29.6,24.9,305004
"KOTAFMC4313","Kotak FMCG W4313","Automobile",1172.09,1.88,11.8,3.8,97988
"HINDIND4314","Hindalco Industries X4314","Consumer Goods",3096.91,0.49,13.8,33.5,480662
"RELIENT4315","Reliance Enterprises Y4315","IT",4081.03,0.09,63.8,22.0,285811
"KOTAVEN4316","Kotak Ventures Z4316","Banking",117.50,15.83,18.1,30.5,151597
"ICICDIG4317","ICICI Digital A4317","Pharma",4335.90,0.54,32.6,34.3,476040
"BIOCTEC4318","Biocon Technologies B4318","Energy",2148.65,-0.07,44.7,22.7,82256
"WIPRCAP4319","Wipro Capital C4319","Automobile",415.58,-0.91,64.9,2.8,252441
"VEDADIG4320","Vedanta Digital D4320","Consumer Goods",1499.21,0.27,25.6,23.1,117166
"VEDAGLO4321","Vedanta Global E4321","IT",1429.02,-0.87,16.6,10.5,114538
"TATATEC4322","Tata Technologies F4322","Banking",751.75,1.53,9.2,33.1,116091
"TITAIND4323","Titan Industries G4323","Pharma",4732.02,-0.17,13.6,14.0,499138
"TATAGLO4324","Tata Global H4324","Energy",502.84,3.54,39.3,14.5,396477
